20119552,20185087
28835840,28966911
720633856,720895999
825491456,825753599
829947904,830210047
831258624,831389695
835715072,835846143
983171072,983302143
985661440,985792511
985792512,985923583
985923584,986054655
986054656,986185727
986185728,986710015
994050048,994312191
994312192,994574335
994574336,994705407
994705408,994836479
994836480,994902015
994902016,994967551
994967552,995098623
1694760960,1695023103
1699479552,1699610623
1849688064,1849819135
1869742080,1869873151
1869873152,1870004223
1874460672,1874591743
1899364352,1899495423
1926496256,1926627327
1926627328,1926692863
1930952704,1931214847
1939472384,1939603455
1939603456,1939734527
1939734528,1939800063
1947009024,1947074559
1949827072,1949958143
1992949760,1993080831
1994653696,1994784767
1994784768,1994850303
2019426304,2019491839
2019491840,2019557375
2033188864,2033319935
2033491968,2033500159
2042626048,2042691583
2042691584,2042757119
2042757120,2042888191
2046296064,2046558207
2060189696,2060451839
2111307776,2111438847
2111438848,2111504383
2111504384,2111569919
2111569920,2111700991
2111700992,2111832063
2724790272,2724855807
2792292352,2792357887
2948136960,2948202495
2948202496,2948333567
3025403904,3025534975
3033071616,3033137151
3033530368,3033661439
3081240576,3081371647
3081371648,3081437183
3081502720,3081764863
3389292544,3389300735
3391504384,3391512575
3391512576,3391520767
3391523840,3391524351
3391535104,3391537151
3391537152,3391553535
3396337664,3396354047
3396354048,3396366335
3396366336,3396370431
3396370432,3396378623
3396378624,3396382719
3396382720,3396386815
3396386816,3396390911
3396390912,3396399103
3396399104,3396403199
3396403200,3396468735
3396468736,3396534271
3396534272,3396599807
3396599808,3396665343
3396665344,3396730879
3396730880,3396796415
3396796416,3396861951
3396861952,3396993023
3397376000,3397378047
3397378048,3397386239
3400790016,3400794111
3401580544,3401711615
3401711616,3401842687
3401842688,3401973759
3401973760,3402104831
3402104832,3402235903
3402235904,3402366975
3402366976,3402371071
3402371072,3402372095
3402372096,3402372607
3402372608,3402372863
3402372864,3402373119
3402373120,3402374143
3402374144,3402375167
3402375168,3402379263
3402379264,3402383359
3402383360,3402387455
3402387456,3402391551
3402391552,3402395647
3402395648,3402407935
3402407936,3402412031
3402412032,3402420223
3402420224,3402424319
3402424320,3402428415
3402428416,3402429439
3402429440,3402432511
3402432512,3402448895
3402448896,3402452991
3402452992,3402457087
3402457088,3402498047
3402498048,3402563583
3402563584,3402629119
3411769344,3411771391
3524853760,3524886527
3524853760,3524886527
3524886528,3524902911
3524902912,3524919295
3524919296,3525050367
3525050368,3525181439
3525181440,3525246975
3525246976,3525251071
3525251072,3525255167
3525255168,3525259263
3525259264,3525263359
3525263360,3525279743
3525279744,3525292031
3525292032,3525296127
3525296128,3525312511
3525312512,3525574655
3525574656,3525836799
3525836800,3525967871
3525967872,3526098943
3526098944,3526230015
3526230016,3526361087
3544186880,3544317951
3544317952,3544383487
3544383488,3544449023
3544449024,3544453119
3544453120,3544453887
3544453888,3544457215
3544457216,3544461311
3544461312,3544466431
3544466432,3544467455
3544467456,3544469503
3544469504,3544471551
3544471552,3544473087
3544473088,3544473599
3544473600,3544477695
3544477696,3544479743
3544479744,3544481791
3544481792,3544485375
3544485376,3544485887
3544485888,3544508927
3544508928,3544509439
3544509440,3544510463
3544510464,3544514559
3544514560,3544580095
3544580096,3544645631
3544645632,3544649727
3544649728,3544653823
3544653824,3544657919
3544657920,3544662015
3544662016,3544666111
3544666112,3544670207
3544670208,3544674303
3544674304,3544711167
3545235456,3545300991
3545300992,3545341951
3545341952,3545349119
3545349120,3545350143
3545350144,3545352191
3545352192,3545354239
3545354240,3545355263
3545355264,3545356287
3545356288,3545366527
3545366528,3545368575
3545368576,3545370623
3545370624,3545399295
3545399296,3545401343
3545401344,3545403391
3545403392,3545432063
3545432064,3545497599
3545497600,3545628671
3545628672,3545759743
3670016000,3670081535
3670081536,3670147071
3670147072,3670212607
3670212608,3670278143
3670278144,3670540287
3688366080,3688497151
3688497152,3688628223
3688628224,3688693759
3688693760,3688759295
3688759296,3688890367
3688890368,3688923135
3688923136,3688939519
3688939520,3688955903
3688955904,3689021439
3689021440,3689086975
3689086976,3689152511
3689152512,3689283583
3689283584,3689414655
3690070016,3690135551
3690135552,3690168319
3690168320,3690184703
3690184704,3690201087
3690201088,3690463231
3725590528,3725721599
3725721600,3725852671
3725852672,3725983743
3725983744,3726049279
3726049280,3726114815
3726114816,3726245887
3726245888,3726376959
3726376960,3726639103
3737124864,3737387007
3737387008,3737518079
3737518080,3737583615
3737583616,3737649151
3737649152,3737911295
3737911296,3738042367
3738042368,3738173439
3741450240,3741581311
3749707776,3749838847
